OBJECTID,Address,Place_Type,long,lat
324744,10170 Kenilworth Way,SF,-121.822039,37.357076
324778,1305 Bagely Way,SF,-121.836072,37.319612
324855,10170 Lyndale Ave,SF,-121.823605,37.356411
325077,10170 Regan St,SF,-121.813799,37.356428
325280,10170 Ryan St,SF,-121.814443,37.355985
325332,2002 Pacina Dr 2,SF,-121.84002,37.345921
325454,1305 Park Pleasant Cir,SF,-121.809121,37.357315
325498,10170 Stonehedge Way,SF,-121.821395,37.35752
325628,1305 Stahl St,SF,-121.83457,37.341349
325714,10170 Torrance Ave,SF,-121.81573,37.355064
325724,2510 Alvin Ave Bldg,FB,-121.825472,37.318929
325824,10171 Endfield Way,SF,-121.823326,37.356582
325887,10220 Griffith St 2,SF,-121.814228,37.354859
325912,1678 Center Ridge Dr 2,SF,-121.822124,37.3177
325919,2614 Bambi Ln 2,SF,-121.830407,37.352914
325933,10171 Griffith St,SF,-121.81543,37.355234
325989,1305 Woodale Ct,SF,-121.817232,37.35097
326044,10171 Kenilworth Way,SF,-121.822468,37.35682
326075,3286 Flintdale Dr 2,SF,-121.799808,37.344624
326150,10171 Lyndale Ave,SF,-121.824034,37.356172
326184,1306 Bagely Way,SF,-121.835772,37.319305
326267,1449 S White Rd 2,SF,-121.814185,37.349742
326289,2392 Evergreen Pl,CO,-121.809293,37.319339
326291,3206 Napa Ct 2,SF,-121.79556,37.334559
326307,2295 S King Rd 2,SF,-121.828175,37.324083
326308,1618 Marsh St 2,SF,-121.84384,37.336265
326309,2710 Interlude St,SF,-121.812983,37.318793
326310,2714 Interlude St,SF,-121.812983,37.31869
326311,2718 Interlude St,SF,-121.812983,37.318588
326320,2716 S Breeze Way,SF,-121.812726,37.318793
326321,2720 S Breeze Way,SF,-121.812726,37.31869
326322,2724 S Breeze Way,SF,-121.812726,37.318588
326323,2717 S Breeze Ln,SF,-121.812383,37.318861
326324,2721 S Breeze Ln,SF,-121.81234,37.318724
326325,2722 S Breeze Ln,SF,-121.812211,37.318793
326327,2726 S Breeze Ln,SF,-121.812168,37.318724
326328,2346 S Evergreen Loop,SF,-121.812168,37.318895
326329,2722 Interlude St,SF,-121.812983,37.318485
326330,2726 Interlude St,SF,-121.812941,37.318383
326331,2730 Interlude St,SF,-121.812898,37.318281
326332,2734 Interlude St,SF,-121.812898,37.318178
326333,2728 Mirth Way,SF,-121.812683,37.31852
326334,2732 Mirth Way,SF,-121.812683,37.318417
326335,2736 Mirth Way,SF,-121.81264,37.318315
326336,2740 Mirth Way,SF,-121.81264,37.318212
326338,2741 Mirth Ct,SF,-121.812254,37.318281
326339,2745 Mirth Ct,SF,-121.812297,37.318383
326340,2749 Mirth Ct,SF,-121.812297,37.318485
326341,2753 Mirth Ct,SF,-121.81234,37.318554
326342,2756 Mirth Ct,SF,-121.812125,37.318588
326343,2752 Mirth Ct,SF,-121.812082,37.318485
326344,2748 Mirth Ct,SF,-121.812082,37.318417
326345,2744 Mirth Ct,SF,-121.812039,37.318315
326346,2738 Interlude St,SF,-121.812855,37.317905
326347,2742 Interlude St,SF,-121.812812,37.317803
326349,2746 Interlude St,SF,-121.812769,37.3177
326350,2750 Interlude St,SF,-121.812769,37.317632
326351,2754 Interlude St,SF,-121.812726,37.317496
326352,2752 Mirth Loop,SF,-121.812597,37.317939
326353,2756 Mirth Loop,SF,-121.812511,37.317871
326354,2760 Mirth Loop,SF,-121.812511,37.317735
326355,2351 Revelry St,SF,-121.812468,37.317496
326356,2355 Revelry St,SF,-121.812297,37.317598
326357,2359 Revelry St,SF,-121.812211,37.317496
326358,2363 Revelry St,SF,-121.812082,37.317462
326360,2367 Revelry St,SF,-121.811953,37.317427
326361,2371 Revelry St,SF,-121.811825,37.317393
326362,2765 Mirth Loop,SF,-121.812168,37.317803
326363,2769 Mirth Loop,SF,-121.812254,37.317905
326364,2773 Mirth Loop,SF,-121.812254,37.318008
326365,2775 Revelry St,SF,-121.811953,37.318042
326366,2779 Revelry St,SF,-121.811911,37.317939
326367,2783 Revelry St,SF,-121.811911,37.317837
326368,2787 Revelry St,SF,-121.811911,37.317735
326370,10171 Regan St,SF,-121.814185,37.356155
326378,2014 Tahiti Ct 2,SF,-121.84105,37.32224
326470,1306 Hopkins Dr,SF,-121.834827,37.341178
326491,2667 Bonbon Dr 2,SF,-121.796676,37.332204
326495,2812 Chopin Ave 2,SF,-121.816202,37.314936
326497,1875 Crinan Dr 2,SF,-121.843024,37.323878
326498,2745 Ophelia Ave 2,SF,-121.817018,37.31654
326522,3042 Peppermint Dr 2,SF,-121.797105,37.330498
326530,1201 S King Rd 2,SF,-121.841565,37.337664
326531,2805 Danwood Ct 2,SF,-121.797834,37.328519
326550,2189 Cinderella Ln 2,SF,-121.836329,37.347763
326562,10171 Ryan St,SF,-121.814872,37.355712
326587,2475 Flory Dr 2,SF,-121.831137,37.315584
326613,1306 Park Pleasant Cir,SF,-121.80955,37.356974
326619,3423 Flinthill Ct 2,SF,-121.794358,37.346774
326627,1702 Florida Ave 2,SF,-121.83693,37.331522
326629,2343 Orlando Dr 2,SF,-121.826373,37.323844
326631,10171 Stonehedge Way,SF,-121.821803,37.35723
326645,3332 Mt McKinley Dr 2,SF,-121.805044,37.352164
326646,3332 Mt McKinley Dr 3,SF,-121.805173,37.352164
326647,3332 Mt McKinley Dr 3,SF,-121.805173,37.352198
326660,1509 Mt Herman Dr 1,MF,-121.812297,37.349537
326661,1515 Mt Herman Dr 1,MF,-121.812168,37.349401
326718,10171 Torrance Ave,SF,-121.816159,37.354825
326723,2451 Fontaine Rd,MI,-121.829763,37.318383
326724,2453 Fontaine Rd,MI,-121.82972,37.318349
326725,2664 S King Rd 2,SF,-121.820923,37.317564
326731,2842 Story Rd 25,BU,-121.823283,37.35288
326733,1512 Endicott Dr 2,SF,-121.827274,37.341758
326761,1859 Kilchoan Way 2,SF,-121.841565,37.325755
326762,1859 Kilchoan Way 3,SF,-121.841436,37.325857
326765,2990 E Capitol Expy 10,RT,-121.811953,37.331078
326766,2990 E Capitol Expy 20,RT,-121.811953,37.331112
326767,2990 E Capitol Expy 30,RT,-121.811996,37.331146
326769,2990 E Capitol Expy 40,RT,-121.812082,37.331317
326770,2980 E Capitol Expy 10,RT,-121.810838,37.330532
326771,2980 E Capitol Expy 20,RL,-121.810752,37.330737
326772,2980 E Capitol Expy 30,RL,-121.810752,37.330737
326773,2980 E Capitol Expy 40,RL,-121.810709,37.330805
326774,2980 E Capitol Expy 50,RT,-121.810709,37.330839
326775,2980 E Capitol Expy 60,RL,-121.810709,37.330908
326776,2980 E Capitol Expy 70,BU,-121.810752,37.330976
326777,2980 E Capitol Expy 80,BU,-121.810752,37.33101
326778,2980 E Capitol Expy 90,BU,-121.810795,37.331044
326798,3234 Mt Rainier Dr 2,SF,-121.806804,37.349435
326895,1306 Sunshadow Ln,SF,-121.820665,37.349196
326914,2775 Chopin Ave 2,SF,-121.815601,37.316199
326915,2328 Amador Ct 2,SF,-121.831308,37.346057
326973,2521 Huran Ct 2,SF,-121.821996,37.321352
326984,1775 Story Rd 115,RL,-121.842552,37.341519
326985,1701 Story Rd 30,RT,-121.843196,37.340325
326986,1701 Story Rd 2,RT,-121.843067,37.340428
326987,1644 Story Rd 10,BU,-121.84384,37.338619
326989,1644 Story Rd 20,BU,-121.843668,37.338722
326990,1642 Story Rd 10,BU,-121.843883,37.338653
326991,1642 Story Rd 20,BU,-121.843711,37.338756
326992,1636 Story Rd 10,BU,-121.844011,37.33879
326993,1636 Story Rd 20,BU,-121.84384,37.338892
326994,1634 Story Rd 10,BU,-121.844097,37.338858
326995,1634 Story Rd 20,BU,-121.843925,37.33896
327000,1150 S King Rd 30,BU,-121.841908,37.339268
327150,1489 Sundown Ln 3,SF,-121.818992,37.347592
327174,2159 Bikini Ave 2,SF,-121.838518,37.321864
327181,1377 Adrian Way 2,SF,-121.830364,37.341588
327190,2075 Tampa Way 2,SF,-121.831909,37.326915
327215,1444 Palmwood Dr 2,SF,-121.834355,37.338176
327318,1219 Terilyn Ave 2,SF,-121.845685,37.335787
327320,3115 Flinthaven Dr 2,SF,-121.806031,37.342748
327322,1710 Mt Kenya Dr 2,SF,-121.800109,37.351925
327377,1307 Boa Vista Dr,SF,-121.841007,37.323741
327401,2110 Nottoway Ave 2,SF,-121.836587,37.344795
327404,1493 Palmview Way 2,SF,-121.835042,37.33705
327418,2718 Aida Ave 2,SF,-121.818691,37.316642
327444,2097 Georgia Ave 2,SF,-121.833454,37.341656
327479,1307 Cathay Dr,SF,-121.835943,37.340462
327634,1755 Mt Pleasant Rd 2,SF,-121.798907,37.351379
327656,3050 Rose Creek Dr 2,SF,-121.809293,37.343123
327660,2640 S White Rd 2,SF,-121.798521,37.330976
327664,1307 Farringdon Dr,SF,-121.819378,37.349912
327713,1307 Hopkins Dr,SF,-121.835257,37.340905
327879,1307 Park Pleasant Cir,SF,-121.808992,37.357178
328125,1307 S King Rd,SF,-121.840449,37.336674
328212,1498 Karl St 2,SF,-121.83015,37.340974
328228,2176 Interbay Dr 2,SF,-121.823026,37.330396
328231,2523 Brenford Dr 2,SF,-121.826201,37.347524
328235,1121 Terilyn Ave 2,SF,-121.8465,37.336572
328345,1944 Mandarin Way 2,SF,-121.836973,37.341622
328358,3046 Warrington Ave 2,SF,-121.816889,37.351959
328359,2540 Dumont Cir 2,SF,-121.827789,37.346569
328404,2052 Jamaica Way 2,SF,-121.83045,37.328621
328420,3431 Rubion Dr 2,SF,-121.797963,37.348752
328421,2983 Ocala Ct 2,SF,-121.812297,37.344078
328434,3184 Andora Dr 2,SF,-121.804658,37.345307
328443,1319 S King Rd 2,SF,-121.840235,37.336606
328470,2387 Evergreen Pl,CO,-121.80925,37.320192
328471,1711 Cathay Dr 2,SF,-121.831652,37.33589
328474,N Evergreen Loop,CO,-121.809936,37.320465
328475,Evergreen Pl,BU,-121.808949,37.31968
328476,Evergreen Pl,BU,-121.809593,37.319646
328481,3025 Bluewater Ct 2,SF,-121.809851,37.342543
328486,2500 Fontaine Rd 10,BU,-121.828948,37.317359
328487,2500 Fontaine Rd 50,BU,-121.82869,37.31753
328565,1121 Moraes Ct 2,SF,-121.814314,37.358509
328585,3354 Mt Everest Dr 3,SF,-121.805731,37.353563
328596,1487 Berona Way 2,SF,-121.827146,37.342031
328598,2413 Huran Dr 3,SF,-121.823798,37.323161
328602,3295 Blue Mountain Dr 2,SF,-121.806246,37.35097
328603,3295 Blue Mountain Dr 2,SF,-121.806375,37.351072
328604,3295 Blue Mountain Dr 3,SF,-121.806246,37.35097
328623,1308 Farringdon Dr,SF,-121.818949,37.350083
328687,1937 Santiago Ave 2,SF,-121.825515,37.32654
328690,1441 Taper Ct 2,SF,-121.837059,37.323536
328699,1294 Gainsville Ave 2,SF,-121.829978,37.343294
328717,2603 Sturla Dr 2,SF,-121.800238,37.322615
328722,2179 Simon Ave 2,SF,-121.830064,37.340052
328725,2675 Glen Elk Ct 2,SF,-121.809336,37.330055
328728,2233 Poplar Dr 2,SF,-121.829463,37.342065
328740,1171 Karl St 2,SF,-121.834184,37.344317
328750,2190 Sullivan Ave 2,SF,-121.830107,37.340325
328787,2576 Dumont Ct 2,SF,-121.826545,37.345409
328793,2526 Galahad Ct 2,SF,-121.827789,37.349298
328800,1935 Supreme Dr 3,SF,-121.815988,37.339984
328813,2004 Lavonne Ave 2,SF,-121.841565,37.347763
328827,1308 Park Pleasant Cir,SF,-121.809421,37.356871
328846,3459 Marten Ave 2,SF,-121.799551,37.349639
328847,2794 Tanglewood Dr 2,SF,-121.81955,37.345204
328858,2559 Glen Dundee Way 3,SF,-121.805387,37.33159
328861,1540 Havana Dr 2,SF,-121.838947,37.327939
328873,1777 Rigoletto Dr 2,SF,-121.821481,37.31968
328884,1181 Arthur Pl 2,SF,-121.815344,37.35653
328885,2664 Pixanne Ct 2,SF,-121.814314,37.339302
328913,2895 Granite Creek Pl 2,SF,-121.824485,37.355797
328924,2197 Fairmont Dr 2,SF,-121.794187,37.342884
328927,1304 McGinness Ave 2,SF,-121.821438,37.348786
328933,1569 Hillmont Ave 2,SF,-121.818391,37.345682
328936,2575 Sesame Ct 3,SF,-121.816374,37.339131
328954,2827 Cicero Way 2,SF,-121.799465,37.324526
328957,1939 Panama Ave 2,SF,-121.834913,37.327666
329274,1451 Palmwood Dr 2,SF,-121.834699,37.337766
329284,1085 McGinness Ave,BU,-121.826287,37.352641
329340,3291 Selva Dr 2,SF,-121.793929,37.338312
329345,3015 Murtha Dr 2,SF,-121.816545,37.351857
329355,1324 Sunnycrest Cir 2,SF,-121.8359,37.320226
329356,2847 Glen Keats Ct 3,SF,-121.803885,37.329031
329358,2107 Mendota Way 2,SF,-121.823712,37.331692
329369,1408 Karl St 2,SF,-121.830879,37.341929
329373,1872 Crinan Dr 2,SF,-121.842767,37.324219
329374,10254 Kenilworth Way 2,SF,-121.82309,37.358151
329385,2736 Scottsdale Dr 2,SF,-121.804529,37.322274
329390,1304 Gainsville Ave 2,SF,-121.829978,37.342952
329410,1237 S King Rd 2,SF,-121.841222,37.337357
329440,1309 Bagely Way,SF,-121.835943,37.319714
329481,Cunningham Ave,MI,-121.819764,37.336947
329484,Cunningham Ave,MI,-121.824485,37.334968
329486,Sleepy Hollow Ln,MI,-121.829892,37.349639
329488,Story Rd,MI,-121.829678,37.349435
329489,Chopin Ave,MI,-121.814571,37.316472
329522,1309 Holly Hill Dr,MF,-121.842295,37.326096
329612,1309 Tallahassee Dr,SF,-121.830064,37.343737
329757,1310 Adrian Way,SF,-121.831351,37.34343
329765,1310 Bacchus Dr,MF,-121.842509,37.326267
329766,1310 Bagely Way,SF,-121.8356,37.319407
329792,1310 Foxdale Loop 101,MF,-121.825171,37.346603
329793,1310 Foxdale Loop 102,MF,-121.824699,37.346569
329794,1310 Foxdale Loop 103,MF,-121.824742,37.346569
329795,1310 Foxdale Loop 104,MF,-121.824785,37.346569
329796,1310 Foxdale Loop 105,MF,-121.824828,37.346569
329797,1310 Foxdale Loop 106,MF,-121.824828,37.346569
329798,1310 Foxdale Loop 107,MF,-121.824871,37.346569
329799,1310 Foxdale Loop 108,MF,-121.824914,37.346569
329800,1310 Foxdale Loop 109,MF,-121.824957,37.346569
329801,1310 Foxdale Loop 110,MF,-121.825,37.346569
329803,1310 Foxdale Loop 111,MF,-121.825,37.346569
329804,1310 Foxdale Loop 112,MF,-121.825043,37.346569
329805,1310 Foxdale Loop 113,MF,-121.825086,37.346569
329806,1310 Foxdale Loop 114,MF,-121.825129,37.346569
329807,1310 Foxdale Loop 115,MF,-121.825171,37.346569
329808,1310 Foxdale Loop 116,MF,-121.825171,37.346569
329809,1310 Foxdale Loop 117,MF,-121.824699,37.346535
329810,1310 Foxdale Loop 118,MF,-121.824742,37.346535
329811,1310 Foxdale Loop 119,MF,-121.824785,37.346535
329812,1310 Foxdale Loop 120,MF,-121.824828,37.346535
329814,1310 Foxdale Loop 121,MF,-121.824828,37.346535
329815,1310 Foxdale Loop 122,MF,-121.824871,37.346535
329816,1310 Foxdale Loop 123,MF,-121.824914,37.346535
329817,1310 Foxdale Loop 124,MF,-121.824957,37.346535
329818,1310 Foxdale Loop 125,MF,-121.825,37.346535
329819,1310 Foxdale Loop 126,MF,-121.825,37.346535
329820,1310 Foxdale Loop 127,MF,-121.825043,37.346535
329821,1310 Foxdale Loop 128,MF,-121.825086,37.346535
329822,1310 Foxdale Loop 129,MF,-121.825129,37.346535
329823,1310 Foxdale Loop 130,MF,-121.825171,37.346535
329826,1310 Foxdale Loop 131,MF,-121.825171,37.346535
329827,1310 Foxdale Loop 132,MF,-121.824699,37.346535
329828,1310 Foxdale Loop 133,MF,-121.824742,37.346535
329829,1310 Gainsville Ave,SF,-121.830193,37.342918
329853,1310 Park Pleasant Cir,SF,-121.809293,37.356735
329978,1018 McCreery Ave 1,MF,-121.841587,37.343413
329989,1018 McCreery Ave 2,MF,-121.841608,37.343413
330000,1018 McCreery Ave 3,MF,-121.841651,37.343413
330009,1310 Santee Dr E,MF,-121.846715,37.33275
330010,1310 Santee Dr N,MF,-121.846629,37.33275
330011,1018 McCreery Ave 4,MF,-121.841672,37.343396
330012,1310 Santee Dr A,MF,-121.846715,37.332682
330013,1310 Santee Dr B,MF,-121.846629,37.332682
330014,1310 Santee Dr C,MF,-121.846715,37.332716
330015,1310 Santee Dr D,MF,-121.846629,37.332682
330016,1310 Santee Dr F,MF,-121.846629,37.332716
330017,1310 Santee Dr G,MF,-121.846672,37.332682
330018,1310 Santee Dr H,MF,-121.846672,37.33275
330019,1310 Santee Dr I,MF,-121.846758,37.332716
330020,1310 Santee Dr J,MF,-121.846672,37.332682
330021,1310 Santee Dr K,MF,-121.846758,37.33275
330023,1310 Santee Dr L,MF,-121.846672,37.332716
330024,1310 Santee Dr M,MF,-121.846758,37.332682
330025,1310 Santee Dr O,MF,-121.846758,37.332682
330026,1310 Santee Dr P,MF,-121.846715,37.332682
330028,1310 Shoreview Ct,SF,-121.83766,37.321932
330039,1310 Tully Rd,CO,-121.832639,37.316267
330040,1310 Tully Rd 101,BU,-121.833754,37.316233
330041,1310 Tully Rd 102,BU,-121.833797,37.316233
330042,1310 Tully Rd 103,BU,-121.83384,37.316233
330043,1310 Tully Rd 104,BU,-121.833712,37.316233
330046,1310 Tully Rd 105,BU,-121.833754,37.316233
330047,1310 Tully Rd 107,BU,-121.833797,37.316233
330048,1310 Tully Rd 108,RT,-121.83384,37.316233
330049,1310 Tully Rd 109,BU,-121.833712,37.316199
330050,1310 Tully Rd 110,BU,-121.83384,37.316165
330051,1310 Tully Rd 111,BU,-121.833754,37.316199
330052,1310 Tully Rd 112,BU,-121.833797,37.316199
330053,1310 Tully Rd 114,BU,-121.83384,37.316199
330054,1310 Tully Rd 115,BU,-121.833712,37.316165
330055,1310 Tully Rd 116,BU,-121.833754,37.316165
330057,1310 Tully Rd 117,BU,-121.833797,37.316165
330066,1311 Adrian Way,SF,-121.831737,37.343089
330085,1311 Clayton Rd,SF,-121.807919,37.357076
330134,1311 Park Pleasant Cir,SF,-121.808821,37.357076
330157,1311 Sunnycrest Cir,SF,-121.836286,37.320363
330237,1312 Park Pleasant Cir,SF,-121.809078,37.356701
330244,1312 Santee Dr E,MF,-121.846243,37.332409
330245,1312 Santee Dr N,MF,-121.846243,37.332375
330246,1312 Santee Dr A,MF,-121.846286,37.332443
330247,1312 Santee Dr B,MF,-121.846329,37.332443
330249,1312 Santee Dr C,MF,-121.8462,37.332409
330250,1312 Santee Dr D,MF,-121.846243,37.332409
330251,1312 Santee Dr F,MF,-121.846286,37.332409
330252,1312 Santee Dr G,MF,-121.846329,37.332409
330253,1312 Santee Dr H,MF,-121.8462,37.332375
330254,1312 Santee Dr I,MF,-121.846243,37.332375
330255,1312 Santee Dr J,MF,-121.846243,37.332375
330256,1312 Santee Dr K,MF,-121.846286,37.332375
330257,1312 Santee Dr L,MF,-121.846329,37.332375
330258,1312 Santee Dr M,MF,-121.8462,37.332375
330261,1312 Santee Dr O,MF,-121.846243,37.332375
330262,1312 Santee Dr P,MF,-121.846286,37.332375
330270,1312 Sunnycrest Cir,SF,-121.836072,37.320021
330282,1018 Sinbad Ave,SF,-121.828175,37.351277
330299,1313 Boa Vista Dr,SF,-121.840921,37.323809
330335,1313 Park Pleasant Cir,SF,-121.808649,37.357008
330352,1313 Zephyr Ct,SF,-121.817876,37.350526
330360,1314 Adrian Way,SF,-121.831222,37.343328
330368,1314 Cathay Dr,SF,-121.835428,37.340632
330385,1314 Gainsville Ave,SF,-121.830364,37.342816
330418,1314 Park Pleasant Cir,SF,-121.808907,37.356599
330494,1314 Zephyr Ct,SF,-121.817404,37.350731
330508,1315 Adrian Way,SF,-121.831609,37.342987
330516,1315 Bagely Way,SF,-121.835814,37.319816
330524,1315 Carterwood Pl,SF,-121.832252,37.315414
330530,1315 Cathay Dr,SF,-121.835814,37.340359
330585,1315 Karl St,SF,-121.832338,37.342509
330602,1315 McGinness Ave,SF,-121.821824,37.348582
330614,1315 Park Pleasant Cir,SF,-121.808563,37.356906
330651,1315 Terilyn Ave,SF,-121.844912,37.334866
330666,1315 Woodale Ct,SF,-121.817103,37.350867
330670,10180 Endfield Way,SF,-121.822983,37.356923
330680,1316 Bagely Way,SF,-121.835471,37.319509
330681,10180 Griffith St,SF,-121.814958,37.355405
330694,10180 Kenilworth Way,SF,-121.822146,37.357178
330705,10180 Lyndale Ave,SF,-121.823691,37.35653
330708,1316 Holly Hill Dr,SF,-121.841865,37.325789
330709,1316 Karl St,SF,-121.831866,37.342782
330714,1316 Leeward Dr,SF,-121.827575,37.345648
330724,1316 Norvella St,SF,-121.832596,37.342372
330726,10180 Regan St,SF,-121.81367,37.356292
330747,10180 Ryan St,SF,-121.814314,37.355848
330752,1316 Shoreview Ct,SF,-121.837531,37.322001
330754,1316 Sundown Ln,SF,-121.81985,37.349469
330768,10180 Stonehedge Way,SF,-121.821502,37.357656
330778,10180 Torrance Ave,SF,-121.815601,37.354927
330801,10181 Endfield Way,SF,-121.823412,37.356701
330812,10181 Griffith St,SF,-121.815344,37.355098
330823,10181 Kenilworth Way,SF,-121.822554,37.356923
330840,1317 Holly Hill Dr,MF,-121.842166,37.326164
330845,10181 Regan St,SF,-121.814056,37.356019
330861,1317 Park Pleasant Cir,SF,-121.808392,37.356803
330866,10181 Ryan St,SF,-121.8147,37.355575
330870,1317 Sandalwood Ct,SF,-121.818562,37.350083
330872,1317 Shoreview Ct,SF,-121.837831,37.32241
330876,1317 Stahl St,SF,-121.834441,37.341246
330879,1317 Sunshadow Ln,SF,-121.821052,37.348855
330880,1317 Tallahassee Dr,SF,-121.829935,37.343601
330888,10181 Stonehedge Way,SF,-121.821888,37.357349
330891,1318 Adrian Way,SF,-121.831137,37.343225
330899,10181 Torrance Ave,SF,-121.81603,37.354688
330915,1318 Gainsville Ave,SF,-121.830493,37.342714
330927,1318 Hopkins Dr,SF,-121.834699,37.341042
330942,1318 McGinness Ave,SF,-121.821309,37.348718
330964,1318 Park Pleasant Cir,SF,-121.808735,37.356496
330976,1318 Sandalwood Ct,SF,-121.818133,37.350322
330998,1318 Sunnycrest Cir,SF,-121.8359,37.32009
331000,1318 Terilyn Ave,SF,-121.84444,37.335105
331007,1019 Betten Ct,SF,-121.827467,37.354398
331050,1319 Adrian Way,SF,-121.83148,37.342884
331054,1319 Bagely Way,SF,-121.835686,37.319919
331070,1319 Clayton Rd,SF,-121.807748,37.356906
331087,1319 Hopkins Dr,SF,-121.835128,37.340769
331110,1319 Park Pleasant Cir,SF,-121.808263,37.356701
331131,1319 S King Rd,SF,-121.840321,37.336572
331135,1319 Sundown Ln,SF,-121.820236,37.349162
331378,1320 Bagely Way,SF,-121.835342,37.319612
331396,1320 Foxdale Loop 201,MF,-121.824184,37.345818
331397,1320 Foxdale Loop 202,MF,-121.824227,37.345818
331398,1320 Foxdale Loop 203,MF,-121.824227,37.345818
331399,1320 Foxdale Loop 204,MF,-121.82427,37.345818
331400,1320 Foxdale Loop 205,MF,-121.824313,37.345818
331402,1320 Foxdale Loop 206,MF,-121.824356,37.345818
331403,1320 Foxdale Loop 207,MF,-121.824399,37.345784
331404,1320 Foxdale Loop 208,MF,-121.824399,37.345784
331405,1320 Foxdale Loop 209,MF,-121.824442,37.345784
331406,1320 Foxdale Loop 210,MF,-121.824485,37.345784
331407,1320 Foxdale Loop 211,MF,-121.824528,37.345784
331408,1320 Foxdale Loop 212,MF,-121.824571,37.345784
331409,1320 Foxdale Loop 213,MF,-121.824571,37.345784
331410,1320 Foxdale Loop 214,MF,-121.824099,37.345784
331411,1320 Foxdale Loop 215,MF,-121.824141,37.345784
331413,1320 Foxdale Loop 216,MF,-121.824184,37.345784
331414,1320 Foxdale Loop 217,MF,-121.824227,37.345784
331415,1320 Foxdale Loop 218,MF,-121.824227,37.345784
331416,1320 Foxdale Loop 219,MF,-121.82427,37.345784
331417,1320 Foxdale Loop 220,MF,-121.824313,37.345784
331418,1320 Foxdale Loop 221,MF,-121.824356,37.345784
331419,1320 Foxdale Loop 222,MF,-121.824399,37.345784
331420,1320 Foxdale Loop 223,MF,-121.824399,37.345784
331421,1320 Foxdale Loop 224,MF,-121.824442,37.345784
331422,1320 Foxdale Loop 225,MF,-121.824485,37.345784
331425,1320 Foxdale Loop 226,MF,-121.824528,37.345784
331426,1320 Foxdale Loop 227,MF,-121.824571,37.345784
331427,1320 Foxdale Loop 228,MF,-121.824571,37.345784
331428,1320 Foxdale Loop 229,MF,-121.824099,37.34575
331429,1320 Foxdale Loop 230,MF,-121.824141,37.34575
331430,1320 Foxdale Loop 231,MF,-121.824184,37.34575
331431,1320 Foxdale Loop 232,MF,-121.824227,37.34575
331432,1320 Foxdale Loop 233,MF,-121.824227,37.34575
331433,1320 Foxdale Loop 234,MF,-121.82427,37.34575
331434,1320 Foxdale Loop 235,MF,-121.824313,37.34575
331436,1320 Foxdale Loop 236,MF,-121.824356,37.34575
331473,1320 Park Pleasant Cir,SF,-121.808606,37.35636
331501,1320 Sunshadow Ln,SF,-121.820537,37.349025
331513,1320 Zephyr Ct,SF,-121.817318,37.350595
331525,1321 Boa Vista Dr,SF,-121.840793,37.323878
331535,1321 Carterwood Pl,SF,-121.832081,37.315516
331587,1321 Park Pleasant Cir,SF,-121.808134,37.356564
331618,1322 Adrian Way,SF,-121.831008,37.343123
331632,1322 Cathay Dr,SF,-121.835342,37.340496
331668,10190 Endfield Way,SF,-121.82309,37.357025
331671,1322 Park Pleasant Cir,SF,-121.80852,37.356223
331679,10190 Griffith St,SF,-121.814829,37.355268
331690,10190 Kenilworth Way,SF,-121.822253,37.357298
331700,10190 Lyndale Ave,SF,-121.823798,37.356633
331705,1322 Shoreview Ct,SF,-121.837402,37.322103
331722,10190 Regan St,SF,-121.813541,37.356155
331746,10190 Ryan St,SF,-121.814185,37.355746
331759,1322 Woodale Ct,SF,-121.816588,37.35097
331763,1323 Adrian Way,SF,-121.831394,37.342782
331767,1323 Bagely Way,SF,-121.835557,37.319987
331768,10190 Stonehedge Way,SF,-121.821631,37.357758
331778,1323 Cathay Dr,SF,-121.835686,37.340257
331779,10190 Torrance Ave,SF,-121.815473,37.354825
331785,1323 Crucero Dr 1,MF,-121.846028,37.331795
331786,1323 Crucero Dr 2,MF,-121.846028,37.331829
331787,1323 Crucero Dr 3,MF,-121.846071,37.331829
331788,1323 Crucero Dr 4,MF,-121.846071,37.331795
331798,10191 Endfield Way,SF,-121.823519,37.356837
331799,1323 Farringdon Dr,SF,-121.819292,37.349742
331809,10191 Griffith St,SF,-121.815215,37.354995
331819,10191 Kenilworth Way,SF,-121.822661,37.357042
331835,1323 Park Pleasant Cir,SF,-121.808005,37.356462
331841,10191 Regan St,SF,-121.813928,37.355916
331857,1323 Shoreview Ct,SF,-121.83766,37.322479
331863,10191 Ryan St,SF,-121.814571,37.355439
331865,1323 Sunnycrest Cir,SF,-121.836158,37.320431
331881,1324 Adrian Way,SF,-121.830879,37.342987
331885,10191 Stonehedge Way,SF,-121.821996,37.357451
331886,1324 Bagely Way,SF,-121.835214,37.31968
331901,1324 Crucero Dr 1,MF,-121.845857,37.33217
331902,1324 Crucero Dr 2,MF,-121.845814,37.332136
331903,1324 Crucero Dr 3,MF,-121.845857,37.332136
331904,1324 Crucero Dr 4,MF,-121.845814,37.33217
331932,1324 Leeward Dr,SF,-121.827446,37.345511
331953,1324 Orlando Dr,SF,-121.839205,37.337391
331955,1324 Park Pleasant Cir,SF,-121.808349,37.356087
332184,1324 Sunnycrest Cir,SF,-121.835772,37.320192
332194,1325 Adrian Way,SF,-121.831265,37.342679
332244,1325 Holly Hill Dr,MF,-121.84208,37.326232
332270,1325 Park Pleasant Cir,SF,-121.807877,37.356326
